"","NAME","SIGNIFICANT","SERIOUS","SYSTEM_TYPE","FATAL","INJURE","TOTAL_COST_CURRENT","MAP_CAUSE","year","CoF"
"2171","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"892601.780903128","CORROSION",2011,892602
"2172","CENTERPOINT ENERGY GAS TRANSMISSION","YES","NO","GT (Gas Transmission)",0,0,"241055.077496135","NATURAL FORCE DAMAGE",2011,241055
"2173","BLUEWATER GAS STORAGE, LLC","YES","NO","GT (Gas Transmission)",0,0,"3525985.37803138","CORROSION",2011,3525985
"2174","CENTERPOINT ENERGY - MISSISSIPPI RIVER GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"147944.119467205","EXCAVATION DAMAGE",2011,147944
"2175","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"1397920.47450411","CORROSION",2011,1397920
"2176","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"149919.686524597","INCORRECT OPERATION",2011,149920
"2177","TEXAS GAS TRANSMISSION LLC","NO","NO","GT (Gas Transmission)",0,0,"20765.3854212328","NATURAL FORCE DAMAGE",2011,20765
"2178","FLORIDA GAS TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"577211.901839037","MATERIAL/WELD/EQUIP FAILURE",2011,577212
"2179","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"973879.049295221","CORROSION",2011,973879
"2180","SOUTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"239896.27611481","MATERIAL/WELD/EQUIP FAILURE",2010,239896
"2181","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","YES","NO","GT (Gas Transmission)",0,0,"98939.541740675","MATERIAL/WELD/EQUIP FAILURE",2011,98940
"2182","MISSOURI GAS ENERGY","NO","NO","GT (Gas Transmission)",0,0,"68230.8580933969","NATURAL FORCE DAMAGE",2011,68231
"2183","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"3331715.27415487","MATERIAL/WELD/EQUIP FAILURE",2011,3331715
"2184","CENTERPOINT ENERGY GAS TRANSMISSION","YES","NO","GT (Gas Transmission)",0,0,"176314.767608241","ALL OTHER CAUSES",2011,176315
"2185","ENOGEX LLC","NO","NO","GT (Gas Transmission)",0,0,"29137.3641207815","MATERIAL/WELD/EQUIP FAILURE",2011,29137
"2186","GULF SOUTH PIPELINE COMPANY, LP","YES","NO","GT (Gas Transmission)",0,0,"35148196.2500448","MATERIAL/WELD/EQUIP FAILURE",2011,35148196
"2187","SOUTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"198702.848679217","MATERIAL/WELD/EQUIP FAILURE",2011,198703
"2188","COLUMBIA GAS TRANSMISSION CORP","NO","NO","GT (Gas Transmission)",0,0,"1360.07013632969","MATERIAL/WELD/EQUIP FAILURE",2011,1360
"2189","COLUMBIA GAS TRANSMISSION CORP","NO","NO","GT (Gas Transmission)",0,0,"25792.2788632327","MATERIAL/WELD/EQUIP FAILURE",2011,25792
"2190","MICHIGAN CONSOLIDATED GAS CO (MICHCON)","YES","NO","GT (Gas Transmission)",0,0,"156875.427480986","MATERIAL/WELD/EQUIP FAILURE",2011,156875
"2191","ENTERPRISE PRODUCTS OPERATING LLC","NO","NO","GG (Gas Gathering)",0,0,"2394.26489362896","MATERIAL/WELD/EQUIP FAILURE",2011,2394
"2192","ENTERPRISE PRODUCTS OPERATING LLC","NO","NO","GT (Gas Transmission)",0,0,"19889.0864574876","EXCAVATION DAMAGE",2011,19889
"2193","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"397568.397327231","MATERIAL/WELD/EQUIP FAILURE",2011,397568
"2194","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"150942.886704787","OTHER OUTSIDE FORCE DAMAGE",2011,150943
"2195","ENTERPRISE PRODUCTS OPERATING LLC","YES","NO","GT (Gas Transmission)",0,0,"3007980.26047521","ALL OTHER CAUSES",2011,3007980
"2196","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"425888.825859024","CORROSION",2011,425889
"2197","WILLISTON BASIN INTERSTATE PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"13509.6580134733","NATURAL FORCE DAMAGE",2011,13510
"2198","GREAT LAKES GAS TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"421939.865215929","NATURAL FORCE DAMAGE",2011,421940
"2199","FLORIDA GAS TRANSMISSION CO","NO","NO","GT (Gas Transmission)",0,0,"80000.9091009291","EXCAVATION DAMAGE",2011,80001
"2200","DCP MIDSTREAM","NO","NO","GG (Gas Gathering)",0,0,"28577.7008304734","OTHER OUTSIDE FORCE DAMAGE",2011,28578
"2201","NORTHERN BORDER PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"93957.4422735346","MATERIAL/WELD/EQUIP FAILURE",2011,93957
"2202","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"226575.114459316","MATERIAL/WELD/EQUIP FAILURE",2011,226575
"2203","GRAYVILLE GAS DEPT, CITY OF","YES","NO","GT (Gas Transmission)",0,0,"201725.011230196","NATURAL FORCE DAMAGE",2011,201725
"2204","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"541612.719495584","CORROSION",2011,541613
"2205","GREAT LAKES GAS TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"276349.475968828","MATERIAL/WELD/EQUIP FAILURE",2011,276349
"2206","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"264546.845434314","EXCAVATION DAMAGE",2011,264547
"2207","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"605463.597491675","OTHER OUTSIDE FORCE DAMAGE",2011,605464
"2208","GUARDIAN PIPELINE, LLC","YES","NO","GT (Gas Transmission)",0,0,"307191.761175991","MATERIAL/WELD/EQUIP FAILURE",2011,307192
"2209","TEXAS GAS TRANSMISSION LLC","YES","NO","GT (Gas Transmission)",0,0,"64289.5204262877","INCORRECT OPERATION",2011,64290
"2210","PANHANDLE EASTERN PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"547855.593659835","NATURAL FORCE DAMAGE",2011,547856
"2211","ONEOK WESTEX TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"113244.093892402","INCORRECT OPERATION",2011,113244
"2212","NORTHERN BORDER PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"70196.7061590702","MATERIAL/WELD/EQUIP FAILURE",2011,70197
"2213","TEXAS EASTERN TRANSMISSION LP (SPECTRA ENERGY CORP)","YES","NO","GT (Gas Transmission)",0,0,"257318.490742373","MATERIAL/WELD/EQUIP FAILURE",2011,257318
"2214","NORTHWEST PIPELINE CORP (WGP)","YES","NO","GT (Gas Transmission)",0,0,"156825.520803101","MATERIAL/WELD/EQUIP FAILURE",2011,156826
"2215","QUESTAR PIPELINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"46670.4667562669","MATERIAL/WELD/EQUIP FAILURE",2011,46670
"2216","ANR PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"60506.3458299504","INCORRECT OPERATION",2011,60506
"2217","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"141749.913649113","MATERIAL/WELD/EQUIP FAILURE",2011,141750
"2218","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"195913.611700543","NATURAL FORCE DAMAGE",2011,195914
"2219","NORTHWEST PIPELINE CORP (WGP)","YES","NO","GT (Gas Transmission)",0,0,"158101.155893943","MATERIAL/WELD/EQUIP FAILURE",2011,158101
"2220","PACIFIC GAS & ELECTRIC CO","NO","NO","GT (Gas Transmission)",0,0,"46802.5270022417","MATERIAL/WELD/EQUIP FAILURE",2011,46803
"2221","ENOGEX LLC","NO","NO","GT (Gas Transmission)",0,0,"11701.9045306647","NATURAL FORCE DAMAGE",2011,11702
"2222","PANHANDLE EASTERN PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"154573.491814535","CORROSION",2011,154573
"2223","ENOGEX LLC","YES","NO","GT (Gas Transmission)",0,0,"1409498.86553265","NATURAL FORCE DAMAGE",2011,1409499
"2224","DEVON GAS SERVICES, LP","YES","NO","GT (Gas Transmission)",0,0,"142252.770633788","NATURAL FORCE DAMAGE",2011,142253
"2225","ONEOK GAS STORAGE, LLC","YES","NO","GT (Gas Transmission)",0,0,"270653.002594981","NATURAL FORCE DAMAGE",2011,270653
"2226","ONEOK GAS TRANSPORTATION, LLC","YES","NO","GT (Gas Transmission)",0,0,"1998265.15231096","NATURAL FORCE DAMAGE",2011,1998265
"2227","ENTERPRISE PRODUCTS OPERATING LLC","YES","NO","GT (Gas Transmission)",0,0,"106829.88084952","MATERIAL/WELD/EQUIP FAILURE",2011,106830
"2228","PACIFIC GAS & ELECTRIC CO","YES","NO","GT (Gas Transmission)",0,0,"3978214.79519054","INCORRECT OPERATION",2011,3978215
"2229","GULF SOUTH PIPELINE COMPANY, LP","NO","NO","GT (Gas Transmission)",0,0,"95247.8911802148","ALL OTHER CAUSES",2011,95248
"2230","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"823858.335459982","OTHER OUTSIDE FORCE DAMAGE",2011,823858
"2231","TRUNKLINE GAS CO","YES","NO","GT (Gas Transmission)",0,0,"2178809.96976842","CORROSION",2011,2178810
"2232","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"373771.538183209","MATERIAL/WELD/EQUIP FAILURE",2011,373772
"2233","ATMOS PIPELINE - TEXAS","NO","NO","GT (Gas Transmission)",0,0,"99085.7249515952","EXCAVATION DAMAGE",2011,99086
"2234","PACIFIC GAS & ELECTRIC CO","NO","NO","GT (Gas Transmission)",0,0,"76971.1084429718","EXCAVATION DAMAGE",2011,76971
"2235","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"729657.378030659","OTHER OUTSIDE FORCE DAMAGE",2011,729657
"2236","TARGA MIDSTREAM SERVICES, L.P.","YES","NO","GG (Gas Gathering)",0,0,"202243.786507186","CORROSION",2011,202244
"2237","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"923829.801233312","CORROSION",2011,923830
"2238","NORTHERN BORDER PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"656375.213862387","MATERIAL/WELD/EQUIP FAILURE",2011,656375
"2239","ANR PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"35775.0848734961","INCORRECT OPERATION",2011,35775
"2240","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"213943.489126166","CORROSION",2011,213943
"2241","SOUTHERN CALIFORNIA GAS CO","YES","NO","GT (Gas Transmission)",0,0,"252755.685320677","EXCAVATION DAMAGE",2011,252756
"2242","TRANSCANADA NORTHERN BORDER INC","YES","NO","GT (Gas Transmission)",0,0,"7723712.39743962","MATERIAL/WELD/EQUIP FAILURE",2011,7723712
"2243","QUESTAR PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"61936.455695836","MATERIAL/WELD/EQUIP FAILURE",2011,61936
"2244","EL PASO NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"209672.903733782","EXCAVATION DAMAGE",2011,209673
"2245","EL PASO NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"501168.774797377","MATERIAL/WELD/EQUIP FAILURE",2011,501169
"2246","TARGA RESOURCES OPERATING LP","YES","NO","GG (Gas Gathering)",0,0,"291586.000859323","CORROSION",2011,291586
"2247","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"319402.80061633","CORROSION",2011,319403
"2248","KANSAS GAS SERVICE","NO","NO","GT (Gas Transmission)",0,0,"38641.3854351687","MATERIAL/WELD/EQUIP FAILURE",2011,38641
"2249","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","YES","NO","GT (Gas Transmission)",0,0,"189953.421749333","EXCAVATION DAMAGE",2011,189953
"2250","NATURAL GAS PIPELINE CO OF AMERICA (KMI)","YES","YES","GT (Gas Transmission)",0,1,"1654444.26487119","INCORRECT OPERATION",2011,4987778
"2251","CENTERPOINT ENERGY GAS TRANSMISSION","YES","NO","GT (Gas Transmission)",0,0,"136820.095300113","MATERIAL/WELD/EQUIP FAILURE",2011,136820
"2252","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"1319260.56777392","CORROSION",2011,1319261
"2253","J - W GATHERING CO","NO","NO","GG (Gas Gathering)",0,0,"51160.0578938776","OTHER OUTSIDE FORCE DAMAGE",2011,51160
"2254","CENTRAL HUDSON GAS & ELECTRIC CORP","YES","NO","GT (Gas Transmission)",0,0,"608036.83157113","NATURAL FORCE DAMAGE",2011,608037
"2255","WILLIAMS GAS PIPELINE - TRANSCO","NO","NO","GG (Gas Gathering)",0,0,"102765.281032896","MATERIAL/WELD/EQUIP FAILURE",2011,102765
"2256","COLUMBIA GAS TRANSMISSION CORP","NO","NO","GT (Gas Transmission)",0,0,"24044.9656383149","MATERIAL/WELD/EQUIP FAILURE",2011,24045
"2257","PACIFIC GAS & ELECTRIC CO","NO","NO","GT (Gas Transmission)",0,0,"70203.7905033625","EXCAVATION DAMAGE",2011,70204
"2258","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"146867.006464828","MATERIAL/WELD/EQUIP FAILURE",2011,146867
"2259","CENTERPOINT ENERGY GAS TRANSMISSION","NO","NO","GT (Gas Transmission)",0,0,"43867.4419825088","OTHER OUTSIDE FORCE DAMAGE",2011,43867
"2260","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"135343.229974506","EXCAVATION DAMAGE",2011,135343
"2261","PACIFIC GAS & ELECTRIC CO","YES","NO","GT (Gas Transmission)",0,0,"2338956.28693703","CORROSION",2011,2338956
"2262","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"58905.4733666083","ALL OTHER CAUSES",2011,58905
"2263","QUESTAR PIPELINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"6170.91238058076","MATERIAL/WELD/EQUIP FAILURE",2011,6171
"2264","ONEOK GAS TRANSPORTATION, LLC","NO","NO","GT (Gas Transmission)",0,0,"87179.2799312324","EXCAVATION DAMAGE",2011,87179
"2265","WILLISTON BASIN INTERSTATE PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"9197.80440871615","MATERIAL/WELD/EQUIP FAILURE",2011,9198
"2266","CENTERPOINT ENERGY GAS TRANSMISSION","YES","NO","GT (Gas Transmission)",0,0,"210832.96622652","NATURAL FORCE DAMAGE",2011,210833
"2267","FLORIDA GAS TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"289017.145674013","INCORRECT OPERATION",2011,289017
"2268","WILLIAMS GAS PIPELINE - TRANSCO","YES","NO","GT (Gas Transmission)",0,0,"890825.965027667","CORROSION",2011,890826
"2269","NORTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"90141.6130751335","EXCAVATION DAMAGE",2011,90142
"2270","ENOGEX LLC","NO","NO","GT (Gas Transmission)",0,0,"18140.4724689165","INCORRECT OPERATION",2011,18140
"2271","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"27305629.8356536","CORROSION",2011,27305630
"2272","DUKE ENERGY OHIO","YES","NO","GT (Gas Transmission)",0,0,"82344.2371855409","EXCAVATION DAMAGE",2011,82344
"2273","TRANSWESTERN PIPELINE COMPANY LLC","YES","NO","GT (Gas Transmission)",0,0,"375586.275672083","CORROSION",2011,375586
"2274","WILLIAMS GAS PIPELINE - TRANSCO","YES","NO","GT (Gas Transmission)",0,0,"8920411.70481072","CORROSION",2011,8920412
"2275","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"2078246.53876128","NATURAL FORCE DAMAGE",2011,2078247
"2276","QUESTAR PIPELINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"11700.6317505604","MATERIAL/WELD/EQUIP FAILURE",2011,11701
"2277","QUESTAR PIPELINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"29602.5983289179","MATERIAL/WELD/EQUIP FAILURE",2011,29603
"2278","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"724619.262244352","OTHER OUTSIDE FORCE DAMAGE",2011,724619
"2279","ENOGEX LLC","NO","NO","GT (Gas Transmission)",0,0,"30046.214920071","ALL OTHER CAUSES",2011,30046
"2280","QUESTAR PIPELINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"14132.3205222828","MATERIAL/WELD/EQUIP FAILURE",2011,14132
"2281","CONSOLIDATED EDISON CO OF NEW YORK","NO","NO","GT (Gas Transmission)",0,0,"47915.6284062967","MATERIAL/WELD/EQUIP FAILURE",2011,47916
"2282","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","NO","NO","GT (Gas Transmission)",0,0,"3252.3730017762","MATERIAL/WELD/EQUIP FAILURE",2011,3252
"2283","QUESTAR PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"163351.398201938","MATERIAL/WELD/EQUIP FAILURE",2011,163351
"2284","COLUMBIA GAS TRANSMISSION CORP","NO","NO","GT (Gas Transmission)",0,0,"37901.0408525755","MATERIAL/WELD/EQUIP FAILURE",2011,37901
"2285","COLORADO INTERSTATE GAS CO","YES","NO","GT (Gas Transmission)",0,0,"2664336.28423852","NATURAL FORCE DAMAGE",2011,2664336
"2286","ENTERPRISE PRODUCTS OPERATING LLC","YES","NO","GT (Gas Transmission)",0,0,"216336.120106811","MATERIAL/WELD/EQUIP FAILURE",2011,216336
"2287","BUCKEYE DEVELOPMENT & LOGISTICS, LLC","YES","NO","GT (Gas Transmission)",0,0,"169199.255894631","CORROSION",2011,169199
"2288","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"437730.854426073","CORROSION",2011,437731
"2289","COLUMBIA GAS TRANSMISSION CORP","NO","NO","GT (Gas Transmission)",0,0,"42039.7654552293","EXCAVATION DAMAGE",2011,42040
"2290","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"307726.615039739","MATERIAL/WELD/EQUIP FAILURE",2011,307727
"2291","COLUMBIA GULF TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"1719928.69399112","NATURAL FORCE DAMAGE",2012,1719929
"2292","DOMINION TRANSMISSION, INC","YES","NO","GT (Gas Transmission)",0,0,"139288.909890486","ALL OTHER CAUSES",2012,139289
"2293","LACLEDE GAS CO","YES","NO","GT (Gas Transmission)",0,0,"271772.458376744","CORROSION",2012,271772
"2294","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"420860.384143763","MATERIAL/WELD/EQUIP FAILURE",2012,420860
"2295","COLUMBIA GAS TRANSMISSION CORP","NO","NO","GT (Gas Transmission)",0,0,"7955.89217758985","MATERIAL/WELD/EQUIP FAILURE",2012,7956
"2296","CONSOLIDATED EDISON CO OF NEW YORK","YES","NO","GT (Gas Transmission)",0,0,"447822.061225159","MATERIAL/WELD/EQUIP FAILURE",2012,447822
"2297","SOUTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"383961.784090486","CORROSION",2012,383962
"2298","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"328901.391704651","CORROSION",2012,328901
"2299","VIRGINIA NATURAL GAS","YES","NO","GT (Gas Transmission)",0,0,"114150.2064","NATURAL FORCE DAMAGE",2012,114150
"2300","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"342193.884298943","CORROSION",2012,342194
"2301","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"97774.1828752643","INCORRECT OPERATION",2012,97774
"2302","ANR PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"100827.487315011","CORROSION",2012,100827
"2303","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"119322.045877378","MATERIAL/WELD/EQUIP FAILURE",2012,119322
"2304","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"195211","CORROSION",2012,195211
"2305","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"874438.884143763","MATERIAL/WELD/EQUIP FAILURE",2012,874439
"2306","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","NO","NO","GT (Gas Transmission)",0,0,"10836.3488372093","MATERIAL/WELD/EQUIP FAILURE",2012,10836
"2307","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"131108.619450317","INCORRECT OPERATION",2012,131109
"2308","FLORIDA GAS TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"539897.087161734","CORROSION",2012,539897
"2309","TRUNKLINE GAS CO","NO","NO","GT (Gas Transmission)",0,0,"1602.13319238901","ALL OTHER CAUSES",2012,1602
"2310","COLUMBIA GAS TRANSMISSION CORP","NO","NO","GT (Gas Transmission)",0,0,"15472.6384585624","OTHER OUTSIDE FORCE DAMAGE",2012,15473
"2311","NORTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"8509.36190274841","MATERIAL/WELD/EQUIP FAILURE",2012,8509
"2312","STANDARD PACIFIC GAS LINE INC","NO","NO","GT (Gas Transmission)",0,0,"72572.56","EXCAVATION DAMAGE",2012,72573
"2313","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"1349670.95588055","MATERIAL/WELD/EQUIP FAILURE",2012,1349671
"2314","PEOPLES GAS LIGHT & COKE CO","YES","NO","GT (Gas Transmission)",0,0,"126158.142732081","EXCAVATION DAMAGE",2011,126158
"2315","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"276774.036575053","CORROSION",2012,276774
"2316","WILLIAMS GAS PIPELINE - TRANSCO","YES","NO","GT (Gas Transmission)",0,0,"345026.2561","OTHER OUTSIDE FORCE DAMAGE",2012,345026
"2317","ATMOS PIPELINE - TEXAS","YES","NO","GT (Gas Transmission)",0,0,"118672.49841649","MATERIAL/WELD/EQUIP FAILURE",2012,118672
"2318","EL PASO NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"96426.4043128964","MATERIAL/WELD/EQUIP FAILURE",2012,96426
"2319","ENTERPRISE PRODUCTS OPERATING LLC","NO","NO","GT (Gas Transmission)",0,0,"61218.2094312896","EXCAVATION DAMAGE",2012,61218
"2320","EQT MIDSTREAM","NO","NO","GT (Gas Transmission)",0,0,"19084.7297674419","MATERIAL/WELD/EQUIP FAILURE",2012,19085
"2321","ENOGEX LLC","NO","NO","GT (Gas Transmission)",0,0,"5018.24524312896","ALL OTHER CAUSES",2012,5018
"2322","TEXAS GAS TRANSMISSION LLC","YES","NO","GT (Gas Transmission)",0,0,"1269058.86363636","CORROSION",2012,1269059
"2323","ENBRIDGE PIPELINES (EAST TEXAS) L.P.","NO","NO","GT (Gas Transmission)",0,0,"31127.5209841438","EXCAVATION DAMAGE",2012,31128
"2324","TEXAS EASTERN TRANSMISSION LP (SPECTRA ENERGY CORP)","YES","YES","GT (Gas Transmission)",0,1,"288418.511","MATERIAL/WELD/EQUIP FAILURE",2012,3621752
"2325","NORTHERN NATURAL GAS CO","YES","YES","GT (Gas Transmission)",0,2,"507864.166434038","EXCAVATION DAMAGE",2012,7174531
"2326","POSTROCK KPC PIPELINE, LLC","YES","NO","GT (Gas Transmission)",0,0,"200844.743877326","MATERIAL/WELD/EQUIP FAILURE",2011,200845
"2327","TEXAS EASTERN TRANSMISSION LP (SPECTRA ENERGY CORP)","YES","NO","GT (Gas Transmission)",0,0,"389215.337863002","CORROSION",2012,389215
"2328","TARGA RESOURCES OPERATING LP","YES","NO","GG (Gas Gathering)",0,0,"202049.288900634","CORROSION",2012,202049
"2329","MIDWESTERN GAS TRANSMISSION CO","NO","NO","GT (Gas Transmission)",0,0,"23437.0039970402","MATERIAL/WELD/EQUIP FAILURE",2012,23437
"2330","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"103326.506765328","MATERIAL/WELD/EQUIP FAILURE",2012,103327
"2331","MIDAMERICAN ENERGY COMPANY","YES","NO","GT (Gas Transmission)",0,0,"717553.030778858","EXCAVATION DAMAGE",2012,717553
"2332","TARGA RESOURCES OPERATING LP","YES","NO","GT (Gas Transmission)",0,0,"80327.6764270613","CORROSION",2012,80328
"2333","GULF SOUTH PIPELINE COMPANY, LP","NO","NO","GT (Gas Transmission)",0,0,"10200.8118393235","MATERIAL/WELD/EQUIP FAILURE",2012,10201
"2334","MOJAVE PIPELINE OPERATING COMPANY","YES","NO","GT (Gas Transmission)",0,0,"1364140.98054968","MATERIAL/WELD/EQUIP FAILURE",2012,1364141
